DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF TRADES
08-Jan-26,EQ,"1,468.00","1,489.00","1,460.30","1,465.30","1,464.00","1,465.20","1,475.26","1,549.00","1,010.75",1974347,"2,91,26,79,225.60",62292
07-Jan-26,EQ,"1,473.20","1,480.40","1,459.00","1,473.20","1,464.80","1,465.30","1,466.65","1,549.00","1,010.75",2124534,"3,11,59,45,418.50",42304
06-Jan-26,EQ,"1,490.00","1,493.00","1,470.70","1,493.00","1,475.00","1,473.20","1,478.72","1,549.00","1,010.75",1675609,"2,47,77,49,310.70",70892
05-Jan-26,EQ,"1,488.00","1,496.80","1,479.10","1,489.50","1,491.50","1,493.00","1,488.97","1,549.00","1,010.75",790039,"1,17,63,46,409.20",32128
02-Jan-26,EQ,"1,480.10","1,495.00","1,478.30","1,481.10","1,490.00","1,489.50","1,489.42","1,549.00","1,010.75",1251176,"1,86,35,27,650.10",53129
01-Jan-26,EQ,"1,472.80","1,490.90","1,470.40","1,469.80","1,478.30","1,481.10","1,483.37","1,549.00","1,010.75",981252,"1,45,55,59,379.00",36178
31-Dec-25,EQ,"1,468.50","1,475.00","1,461.30","1,461.20","1,469.70","1,469.80","1,469.29","1,549.00","1,010.75",707055,"1,03,88,69,667.10",27709
30-Dec-25,EQ,"1,450.00","1,470.50","1,447.30","1,454.40","1,468.50","1,461.20","1,461.82","1,549.00","1,010.75",3463973,"5,06,37,09,684.40",88818
29-Dec-25,EQ,"1,487.10","1,487.10","1,451.00","1,487.10","1,453.40","1,454.40","1,461.79","1,549.00","1,010.75",1568472,"2,29,27,72,414.00",51994
26-Dec-25,EQ,"1,499.60","1,501.40","1,485.00","1,494.30","1,487.10","1,487.10","1,492.18","1,549.00","1,010.75",876540,"1,30,79,53,124.30",33853
24-Dec-25,EQ,"1,503.00","1,507.20","1,492.00","1,493.60","1,496.50","1,494.30","1,501.70","1,549.00","1,010.75",1318023,"1,97,92,69,613.70",43520
23-Dec-25,EQ,"1,508.70","1,513.80","1,491.20","1,508.70","1,492.80","1,493.60","1,501.32","1,549.00","1,010.75",928446,"1,39,38,91,354.30",32099
22-Dec-25,EQ,"1,497.50","1,515.00","1,497.50","1,496.40","1,507.50","1,508.70","1,507.77","1,549.00","1,010.75",1116833,"1,68,39,31,650.70",42723
19-Dec-25,EQ,"1,495.00","1,503.70","1,490.70","1,495.70","1,497.00","1,496.40","1,496.02","1,549.00","1,010.75",1276175,"1,90,91,81,333.60",51213
18-Dec-25,EQ,"1,486.40","1,498.00","1,476.00","1,486.30","1,497.40","1,495.70","1,488.15","1,549.00","1,010.75",683681,"1,01,74,22,507.30",37224
17-Dec-25,EQ,"1,494.10","1,500.00","1,479.30","1,499.00","1,487.10","1,486.30","1,488.11","1,549.00","1,010.75",964352,"1,43,50,65,938.20",46665
16-Dec-25,EQ,"1,512.60","1,512.60","1,494.20","1,512.60","1,497.90","1,499.00","1,501.98","1,549.00","1,010.75",1122212,"1,68,55,44,007.60",70462
15-Dec-25,EQ,"1,522.80","1,522.80","1,508.10","1,522.80","1,510.00","1,512.60","1,514.19","1,549.00","1,010.75",850425,"1,28,77,02,900.20",49822
12-Dec-25,EQ,"1,512.00","1,527.40","1,509.50","1,504.00","1,521.00","1,522.80","1,519.52","1,549.00","1,010.75",1152570,"1,75,13,50,648.30",49543
11-Dec-25,EQ,"1,496.00","1,515.00","1,495.00","1,498.10","1,509.10","1,504.00","1,505.79","1,549.00","1,010.75",1451645,"2,18,58,71,791.40",51237
10-Dec-25,EQ,"1,500.00","1,521.00","1,493.60","1,497.20","1,496.00","1,498.10","1,508.70","1,549.00","1,010.75",1677388,"2,53,06,67,517.50",65876
09-Dec-25,EQ,"1,476.90","1,499.20","1,460.90","1,480.50","1,496.70","1,497.20","1,487.00","1,549.00","1,010.75",1327921,"1,97,46,23,736.60",58661
08-Dec-25,EQ,"1,509.40","1,510.90","1,472.60","1,509.40","1,480.30","1,480.50","1,487.37","1,549.00","1,010.75",1070689,"1,59,25,12,583.50",49838
05-Dec-25,EQ,"1,504.60","1,514.00","1,493.30","1,505.60","1,511.00","1,509.40","1,503.91","1,549.00","1,010.75",1141428,"1,71,66,07,986.70",36597
04-Dec-25,EQ,"1,497.70","1,509.10","1,490.20","1,497.70","1,507.70","1,505.60","1,502.50","1,549.00","1,010.75",1591805,"2,39,16,91,169.30",85391
03-Dec-25,EQ,"1,514.00","1,524.00","1,488.60","1,518.10","1,500.30","1,497.70","1,502.43","1,549.00","1,010.75",1958074,"2,94,18,77,110.70",60469
02-Dec-25,EQ,"1,528.10","1,530.00","1,510.00","1,530.50","1,519.00","1,518.10","1,517.81","1,549.00","1,010.75",1974536,"2,99,69,62,174.40",59646
01-Dec-25,EQ,"1,530.00","1,549.00","1,523.00","1,516.90","1,531.50","1,530.50","1,536.79","1,549.00","1,010.75",4059126,"6,23,80,39,371.60",115935
28-Nov-25,EQ,"1,510.00","1,534.30","1,503.10","1,509.10","1,516.50","1,516.90","1,522.17","1,534.30","1,010.75",2612938,"3,97,73,46,354.20",79458
27-Nov-25,EQ,"1,511.80","1,513.90","1,501.00","1,506.20","1,505.60","1,509.10","1,507.04","1,523.60","1,010.75",861910,"1,29,89,36,386.00",51591
26-Nov-25,EQ,"1,484.30","1,523.00","1,484.30","1,483.90","1,508.10","1,506.20","1,511.88","1,523.60","1,010.75",3986754,"6,02,75,08,256.10",76062
25-Nov-25,EQ,"1,490.00","1,492.40","1,474.50","1,485.90","1,480.50","1,483.90","1,482.15","1,523.60","1,010.75",1355333,"2,00,88,08,097.20",61360
24-Nov-25,EQ,"1,482.00","1,490.20","1,471.30","1,479.80","1,485.30","1,485.90","1,483.42","1,523.60","1,010.75",2485518,"3,68,70,78,406.30",62297
21-Nov-25,EQ,"1,492.00","1,492.30","1,467.10","1,491.10","1,479.30","1,479.80","1,478.24","1,523.60",995.65,1165365,"1,72,26,90,992.70",45943
20-Nov-25,EQ,"1,500.00","1,505.00","1,487.60","1,484.20","1,490.40","1,491.10","1,495.86","1,523.60",995.65,1459401,"2,18,30,52,790.70",53609
19-Nov-25,EQ,"1,499.00","1,499.50","1,478.00","1,495.00","1,484.00","1,484.20","1,485.43","1,523.60",995.65,1746304,"2,59,40,15,358.50",71029
18-Nov-25,EQ,"1,518.90","1,518.90","1,490.20","1,507.60","1,491.20","1,495.00","1,499.51","1,523.60",995.65,1818617,"2,72,70,29,696.00",48670
17-Nov-25,EQ,"1,518.90","1,519.00","1,503.00","1,512.70","1,509.80","1,507.60","1,508.01","1,523.60",995.65,1750560,"2,63,98,62,889.70",65737
14-Nov-25,EQ,"1,500.00","1,523.60","1,497.00","1,499.00","1,514.60","1,512.70","1,512.27","1,523.60",995.65,2345593,"3,54,71,58,780.00",69833
13-Nov-25,EQ,"1,515.00","1,515.00","1,487.80","1,506.90","1,496.70","1,499.00","1,502.55","1,515.00",995.65,2304918,"3,46,32,55,717.20",69310
12-Nov-25,EQ,"1,477.00","1,515.00","1,475.50","1,474.40","1,505.00","1,506.90","1,502.94","1,515.00",995.65,4641466,"6,97,58,42,169.20",134212
11-Nov-25,EQ,"1,453.00","1,476.00","1,437.80","1,444.90","1,474.10","1,474.40","1,461.14","1,494.00",995.65,2258827,"3,30,04,67,781.20",74892
10-Nov-25,EQ,"1,452.20","1,463.90","1,441.00","1,448.30","1,444.00","1,444.90","1,448.77","1,494.00",995.65,1161695,"1,68,30,26,465.00",56441
07-Nov-25,EQ,"1,435.00","1,464.00","1,425.00","1,436.80","1,448.90","1,448.30","1,447.83","1,494.00",995.65,2184538,"3,16,28,38,310.80",77253
06-Nov-25,EQ,"1,452.10","1,466.30","1,434.30","1,444.40","1,435.70","1,436.80","1,450.67","1,494.00",995.65,2745063,"3,98,21,68,706.10",89710
04-Nov-25,EQ,"1,449.60","1,466.30","1,432.00","1,444.70","1,441.90","1,444.40","1,448.31","1,494.00",995.65,3554714,"5,14,83,22,137.30",107189
03-Nov-25,EQ,"1,451.50","1,457.40","1,435.30","1,451.50","1,446.20","1,444.70","1,445.04","1,494.00",995.65,1059573,"1,53,11,26,798.40",54281
31-Oct-25,EQ,"1,457.90","1,461.70","1,443.00","1,457.90","1,450.50","1,451.50","1,452.09","1,494.00",995.65,1141853,"1,65,80,73,606.50",58124
30-Oct-25,EQ,"1,458.00","1,463.00","1,449.60","1,454.80","1,458.00","1,457.90","1,456.99","1,494.00",995.65,1380931,"2,01,20,09,162.80",48332
29-Oct-25,EQ,"1,424.10","1,464.80","1,421.60","1,417.90","1,456.00","1,454.80","1,451.41","1,494.00",995.65,3578596,"5,19,40,01,102.40",88810
28-Oct-25,EQ,"1,425.90","1,435.00","1,410.00","1,420.60","1,418.90","1,417.90","1,420.48","1,494.00",995.65,2068057,"2,93,76,36,352.40",124541
27-Oct-25,EQ,"1,429.00","1,429.80","1,410.00","1,429.00","1,421.70","1,420.60","1,418.86","1,494.00",995.65,2280976,"3,23,63,88,750.20",112873
24-Oct-25,EQ,"1,463.00","1,463.50","1,422.30","1,453.10","1,426.70","1,429.00","1,434.56","1,494.00",995.65,1907383,"2,73,62,58,244.80",73677
23-Oct-25,EQ,"1,478.80","1,483.50","1,450.30","1,473.50","1,453.80","1,453.10","1,464.07","1,494.00",995.65,2999137,"4,39,09,54,951.60",96257
21-Oct-25,EQ,"1,477.00","1,481.50","1,470.00","1,467.00","1,472.00","1,473.50","1,476.16","1,494.00",995.65,394024,"58,16,42,780.50",14070
20-Oct-25,EQ,"1,488.00","1,489.00","1,459.10","1,479.40","1,464.90","1,467.00","1,473.77","1,494.00",995.65,2660484,"3,92,09,32,539.40",78908
17-Oct-25,EQ,"1,479.50","1,489.00","1,462.50","1,479.50","1,478.00","1,479.40","1,476.50","1,494.00",995.65,3290072,"4,85,77,89,810.50",81131
16-Oct-25,EQ,"1,454.00","1,490.50","1,453.00","1,450.70","1,477.00","1,479.50","1,478.70","1,494.00",995.65,6512312,"9,62,97,46,365.10",141697
15-Oct-25,EQ,"1,430.00","1,456.30","1,430.00","1,429.00","1,451.50","1,450.70","1,445.30","1,494.00",995.65,2675240,"3,86,65,20,203.60",55461
14-Oct-25,EQ,"1,440.00","1,442.20","1,422.00","1,437.80","1,425.00","1,429.00","1,433.41","1,494.00",995.65,2640234,"3,78,45,31,891.10",47599
13-Oct-25,EQ,"1,400.80","1,441.90","1,396.00","1,409.40","1,439.00","1,437.80","1,427.88","1,494.00",995.65,2245061,"3,20,56,78,974.80",84743
10-Oct-25,EQ,"1,400.50","1,418.00","1,395.70","1,395.60","1,411.30","1,409.40","1,410.65","1,494.00",995.65,1359246,"1,91,74,24,100.00",50099
09-Oct-25,EQ,"1,394.50","1,399.80","1,388.40","1,394.30","1,395.40","1,395.60","1,394.57","1,494.00",995.65,1250770,"1,74,42,92,002.20",40081
08-Oct-25,EQ,"1,399.40","1,411.10","1,386.00","1,399.50","1,390.90","1,394.30","1,396.92","1,494.00",995.65,1704405,"2,38,09,22,447.70",49224
07-Oct-25,EQ,"1,400.80","1,415.00","1,397.30","1,400.50","1,398.70","1,399.50","1,404.67","1,494.00",995.65,1608151,"2,25,89,16,544.60",59677
06-Oct-25,EQ,"1,419.10","1,419.10","1,395.00","1,419.10","1,400.80","1,400.50","1,402.19","1,494.00",995.65,1338654,"1,87,70,45,246.00",45098
03-Oct-25,EQ,"1,413.00","1,431.00","1,412.50","1,422.70","1,419.90","1,419.10","1,419.27","1,494.00",995.65,1576970,"2,23,81,48,474.00",45304
01-Oct-25,EQ,"1,406.00","1,426.90","1,392.70","1,403.50","1,422.90","1,422.70","1,409.05","1,494.00",995.65,1602493,"2,25,79,88,926.90",66187
30-Sep-25,EQ,"1,389.70","1,408.00","1,387.20","1,383.20","1,406.10","1,403.50","1,399.19","1,494.00",995.65,1999250,"2,79,73,37,088.00",75067
29-Sep-25,EQ,"1,393.60","1,401.30","1,377.60","1,392.00","1,392.00","1,383.20","1,386.67","1,494.00",995.65,1978395,"2,74,33,75,443.20",62973
26-Sep-25,EQ,"1,407.20","1,416.70","1,390.30","1,407.20","1,391.40","1,392.00","1,404.25","1,494.00",995.65,1899079,"2,66,67,77,398.00",59555
25-Sep-25,EQ,"1,431.70","1,439.90","1,404.10","1,431.60","1,408.00","1,407.20","1,421.96","1,494.00",995.65,1970560,"2,80,20,57,388.70",63647
24-Sep-25,EQ,"1,445.00","1,452.40","1,429.10","1,441.60","1,431.70","1,431.60","1,439.77","1,494.00",995.65,2603193,"3,74,80,11,014.70",70692
23-Sep-25,EQ,"1,453.00","1,455.00","1,423.10","1,444.20","1,438.80","1,441.60","1,441.37","1,494.00",995.65,2550337,"3,67,59,70,251.60",72812
22-Sep-25,EQ,"1,433.00","1,461.70","1,425.00","1,427.80","1,445.00","1,444.20","1,447.95","1,494.00",995.65,5490489,"7,94,99,42,336.00",119409
19-Sep-25,EQ,"1,447.80","1,460.00","1,425.00","1,412.80","1,429.00","1,427.80","1,438.94","1,494.00",995.65,8069167,"11,61,10,40,392.10",156496
18-Sep-25,EQ,"1,410.00","1,415.00","1,401.00","1,406.10","1,411.00","1,412.80","1,408.54","1,494.00",995.65,1416920,"1,99,57,84,682.60",75730
17-Sep-25,EQ,"1,410.00","1,413.10","1,396.20","1,408.20","1,406.30","1,406.10","1,404.03","1,494.00",995.65,1062568,"1,49,18,73,242.60",50606
16-Sep-25,EQ,"1,400.00","1,412.60","1,396.60","1,395.20","1,408.10","1,408.20","1,405.77","1,494.00",995.65,1636246,"2,30,01,86,879.30",47104
15-Sep-25,EQ,"1,393.10","1,409.00","1,392.20","1,393.10","1,397.00","1,395.20","1,399.29","1,494.00",995.65,1254831,"1,75,58,69,436.60",57931
12-Sep-25,EQ,"1,395.50","1,406.50","1,391.10","1,393.10","1,393.90","1,393.10","1,397.13","1,494.00",995.65,1466190,"2,04,84,59,330.40",54307
11-Sep-25,EQ,"1,404.90","1,423.10","1,388.00","1,389.10","1,394.80","1,393.10","1,406.64","1,494.00",995.65,4041646,"5,68,51,42,674.10",107883
10-Sep-25,EQ,"1,400.00","1,404.90","1,385.00","1,380.90","1,389.00","1,389.10","1,392.82","1,494.00",995.65,2553605,"3,55,67,22,767.90",84546
09-Sep-25,EQ,"1,354.70","1,385.00","1,348.30","1,348.30","1,382.50","1,380.90","1,373.22","1,494.00",995.65,3515252,"4,82,71,97,531.30",82527
08-Sep-25,EQ,"1,321.90","1,363.40","1,321.90","1,321.80","1,351.00","1,348.30","1,351.12","1,494.00",995.65,1445628,"1,95,32,13,621.30",51284
05-Sep-25,EQ,"1,330.00","1,335.70","1,312.80","1,328.20","1,321.10","1,321.80","1,323.60","1,499.50",995.65,1135666,"1,50,31,71,150.10",33571
04-Sep-25,EQ,"1,338.00","1,348.00","1,326.00","1,332.40","1,330.10","1,328.20","1,334.58","1,499.50",995.65,1350147,"1,80,18,75,757.90",62736
03-Sep-25,EQ,"1,338.00","1,344.80","1,327.60","1,336.20","1,334.00","1,332.40","1,334.58","1,499.50",995.65,1774676,"2,36,84,55,893.50",64036
02-Sep-25,EQ,"1,340.90","1,348.80","1,328.20","1,335.30","1,337.00","1,336.20","1,338.50","1,499.50",995.65,1495993,"2,00,23,91,210.50",58052
01-Sep-25,EQ,"1,318.30","1,338.50","1,316.10","1,312.80","1,334.00","1,335.30","1,331.79","1,499.50",995.65,983914,"1,31,03,63,730.80",43998
29-Aug-25,EQ,"1,318.00","1,322.90","1,303.00","1,315.40","1,313.00","1,312.80","1,313.68","1,499.50",995.65,1592903,"2,09,25,59,583.60",71354
28-Aug-25,EQ,"1,316.90","1,338.80","1,311.20","1,315.40","1,317.50","1,315.40","1,323.36","1,499.50",995.65,1785681,"2,36,30,94,221.70",88036
26-Aug-25,EQ,"1,335.20","1,339.90","1,310.00","1,340.40","1,313.40","1,315.40","1,321.81","1,499.50",995.65,1652272,"2,18,39,86,722.60",65695
25-Aug-25,EQ,"1,341.30","1,348.90","1,332.50","1,341.20","1,344.60","1,340.40","1,339.03","1,499.50",995.65,1214246,"1,62,59,08,531.70",46434
22-Aug-25,EQ,"1,364.00","1,364.00","1,338.20","1,361.80","1,340.90","1,341.20","1,346.88","1,517.00",995.65,1210284,"1,63,01,12,608.40",50793
21-Aug-25,EQ,"1,371.10","1,377.80","1,355.30","1,370.60","1,360.00","1,361.80","1,366.94","1,517.00",995.65,1227167,"1,67,74,62,659.60",63316
20-Aug-25,EQ,"1,369.40","1,374.60","1,358.00","1,369.40","1,372.00","1,370.60","1,368.30","1,517.00",995.65,1594619,"2,18,19,19,007.30",52389
19-Aug-25,EQ,"1,332.00","1,371.70","1,325.00","1,327.20","1,370.00","1,369.40","1,353.05","1,517.00",995.65,3150673,"4,26,30,19,529.50",100126
18-Aug-25,EQ,"1,321.90","1,332.00","1,295.00","1,300.30","1,330.00","1,327.20","1,305.42","1,517.00",995.65,10225114,"13,34,80,73,921.50",77407
14-Aug-25,EQ,"1,324.80","1,329.00","1,290.50","1,319.60","1,301.40","1,300.30","1,301.48","1,524.25",995.65,2298528,"2,99,14,77,617.60",67064
13-Aug-25,EQ,"1,335.20","1,339.30","1,316.60","1,330.50","1,320.90","1,319.60","1,325.79","1,524.25",995.65,1205658,"1,59,84,47,594.20",48099
12-Aug-25,EQ,"1,342.00","1,349.60","1,328.20","1,339.40","1,328.20","1,330.50","1,338.40","1,524.25",995.65,1260241,"1,68,67,12,127.30",53736
11-Aug-25,EQ,"1,325.00","1,348.30","1,313.70","1,325.00","1,342.80","1,339.40","1,331.27","1,524.25",995.65,2053173,"2,73,33,29,998.00",90873
08-Aug-25,EQ,"1,345.40","1,356.90","1,317.70","1,345.40","1,325.00","1,325.00","1,329.36","1,563.45",995.65,1561061,"2,07,52,07,059.80",75429
07-Aug-25,EQ,"1,351.00","1,357.90","1,315.00","1,367.10","1,347.50","1,345.40","1,334.10","1,563.45",995.65,2857406,"3,81,20,56,221.40",100351
06-Aug-25,EQ,"1,374.00","1,386.90","1,358.10","1,358.10","1,366.90","1,367.10","1,370.55","1,563.45",995.65,2293293,"3,14,30,65,960.00",81834
05-Aug-25,EQ,"1,392.00","1,394.20","1,346.00","1,388.90","1,361.90","1,358.10","1,371.87","1,563.45",995.65,3000067,"4,11,56,98,798.10",107444
04-Aug-25,EQ,"1,349.80","1,397.00","1,345.20","1,347.10","1,395.00","1,388.90","1,374.61","1,563.45",995.65,1368323,"1,88,09,14,721.70",60888
01-Aug-25,EQ,"1,371.00","1,375.90","1,342.80","1,373.10","1,349.80","1,347.10","1,357.17","1,604.95",995.65,1239941,"1,68,28,13,447.50",56673
31-Jul-25,EQ,"1,382.10","1,395.80","1,370.30","1,394.00","1,374.00","1,373.10","1,382.79","1,604.95",995.65,1412892,"1,95,37,27,761.90",62373
30-Jul-25,EQ,"1,398.80","1,403.10","1,391.50","1,395.90","1,395.00","1,394.00","1,396.13","1,604.95",995.65,627316,"87,58,15,742.40",38931
29-Jul-25,EQ,"1,376.00","1,398.70","1,373.60","1,376.00","1,397.00","1,395.90","1,386.45","1,604.95",995.65,782760,"1,08,52,54,470.40",38592
28-Jul-25,EQ,"1,396.30","1,404.10","1,373.50","1,396.30","1,376.90","1,376.00","1,387.45","1,604.95",995.65,790020,"1,09,61,10,108.50",53484
25-Jul-25,EQ,"1,411.70","1,416.70","1,390.00","1,411.60","1,390.00","1,396.30","1,401.29","1,604.95",995.65,744410,"1,04,31,35,404.80",41408
24-Jul-25,EQ,"1,423.20","1,426.00","1,405.00","1,420.80","1,412.90","1,411.60","1,412.06","1,604.95",995.65,598011,"84,44,28,994.60",36718
23-Jul-25,EQ,"1,430.00","1,438.50","1,419.00","1,420.70","1,423.30","1,420.80","1,423.79","1,604.95",995.65,740816,"1,05,47,63,269.10",38118
22-Jul-25,EQ,"1,454.50","1,454.50","1,417.10","1,450.50","1,424.80","1,420.70","1,431.37","1,604.95",995.65,976668,"1,39,79,76,254.60",45069
21-Jul-25,EQ,"1,442.10","1,453.10","1,430.00","1,443.10","1,449.00","1,450.50","1,442.69","1,604.95",995.65,815780,"1,17,69,18,990.60",35557
18-Jul-25,EQ,"1,452.40","1,456.50","1,429.10","1,452.50","1,442.10","1,443.10","1,440.74","1,604.95",995.65,1147990,"1,65,39,53,552.70",46483
17-Jul-25,EQ,"1,455.00","1,464.00","1,448.90","1,456.70","1,450.40","1,452.50","1,454.99","1,604.95",995.65,1168071,"1,69,95,28,162.20",50122
16-Jul-25,EQ,"1,447.50","1,474.00","1,442.90","1,445.10","1,458.00","1,456.70","1,461.88","1,604.95",995.65,2488981,"3,63,85,90,191.00",79881
15-Jul-25,EQ,"1,434.40","1,449.30","1,429.00","1,433.00","1,447.00","1,445.10","1,441.02","1,604.95",995.65,735108,"1,05,93,05,471.20",44710
14-Jul-25,EQ,"1,432.00","1,446.50","1,426.10","1,431.70","1,433.00","1,433.00","1,434.71","1,604.95",995.65,718442,"1,03,07,54,237.90",34508
11-Jul-25,EQ,"1,444.00","1,453.90","1,428.30","1,443.10","1,428.30","1,431.70","1,437.07","1,604.95",995.65,819864,"1,17,81,99,331.10",36885
10-Jul-25,EQ,"1,444.00","1,450.20","1,437.20","1,443.00","1,442.60","1,443.10","1,442.83","1,604.95",995.65,1035509,"1,49,40,68,081.90",40919
09-Jul-25,EQ,"1,448.40","1,455.80","1,438.30","1,448.50","1,444.00","1,443.00","1,447.37","1,604.95",995.65,1008636,"1,45,98,69,481.10",38883
08-Jul-25,EQ,"1,438.00","1,449.90","1,430.00","1,435.60","1,448.30","1,448.50","1,440.39","1,604.95",995.65,824935,"1,18,82,29,565.50",33169
07-Jul-25,EQ,"1,424.40","1,437.80","1,417.00","1,424.40","1,435.60","1,435.60","1,428.69","1,604.95",995.65,764520,"1,09,22,62,439.90",43749
04-Jul-25,EQ,"1,432.00","1,439.90","1,416.60","1,431.10","1,425.50","1,424.40","1,427.33","1,604.95",995.65,608462,"86,84,74,866.80",28002
03-Jul-25,EQ,"1,444.00","1,451.10","1,426.70","1,443.90","1,429.00","1,431.10","1,436.85","1,604.95",995.65,978007,"1,40,52,50,740.50",39586
